"call_number","creator","date","description","headerImage","identifier","subject","title"
"srlf_ucla:LAGE-2554323","","","Yellow printed wrappers, in case","","remarkableadvent00londiala","Children's poetry,Swine","The remarkable adventures of an old woman and her pig : an ancient tale in a modern dress"
"srlf_ucla:LAGE-2231311","","","Red wrappers. Imperfect copy: paper label on upper wrapper wanting","","renownedhistoryo00londiala","","The renowned history of Little Jack Horner : illustrated with elegant copper-plate engravings"
"srlf_ucla:LAGE-3461789","","1824-00-00T00:00:00Z","Spec. Coll. copy 1 = Publisher's printed tan wrappers. Engraved illustrations on upper and lower wrapper. Inscription in ink on p. [4]: Lydia Bangs Stamford, Presented to her by Mary Smith Sept 29th 1825. Ex libris Elvah Karshner","","renownedhistoryo00newhiala","Whittington, Richard, d. 1423,Cats","The renowned history of Richard Whittington and his cat"
"srlf_ucla:LAGE-3583144","","1826-00-00T00:00:00Z","Publisher's printed olive-grey wrappers. Engraved illustrations on upper and lower wrapper","","renownhistrichar00newhiala","Whittington, Richard, d. 1423,Cats","The renowned history of Richard Whittington and his cat"
"srlf_ucla:LAGE-2814288","","1825-00-00T00:00:00Z","The reproof -- The butcher and his dog -- The cottage on fire","","reproofdutytende00newhiala","Conduct of life,Animal welfare","The Reproof, or, The duty of tenderness to animals : with other stories"
"srlf_ucla:LAGE-2814288","","1825-00-00T00:00:00Z","The reproof -- The butcher and his dog -- The cottage on fire","","reproofordutyoft00newhiala","Conduct of life,Animal welfare","The Reproof, or, The duty of tenderness to animals : with other stories"
"","Schenck, J. W., Mrs","1868-00-00T00:00:00Z","","","rescuedchild00sche","Children's stories, American","The rescued child"
"","Monro, Edward A.","","","","UF00003570","Christian life,Juvenile fiction,Second Advent","The revellers, an allegory"
"","Greene, Frances Nimmo, 1850-1921","1913-00-00T00:00:00Z","","","rightofstrongest00gree","","The right of the strongest"
"","Strickland, Agnes","1851-00-00T00:00:00Z","","","UF00003575","Sailors,Robinsonades,Voyages and travels,Juvenile fiction","The rival Crusoes, or, The shipwreck"
"","Chadwick, Lester","","","","rivalpitcherssto00chad","","The rival pitchers; a story of college baseball"
"","Leslie, Lawrence J","","","","rivalsoftrail00lesl","","The rivals of the trail"
"","Ellis, Edward Sylvester, 1840-1916","1893-00-00T00:00:00Z","","","riverfugitives00elli","","The river fugitives"
"","Gordon, Harry","","","","rivermotorboatbo00gord","","The river motor boat boys on the Colorado, or, The clue in the rocks"
"","Gordon, Harry","","","","rivermotorboatboonm00gord","Boats and boating,Mississippi River -- Juvenile fiction","The river motor boat boys on the Mississippi, or, On the trail to the gulf"
"","Gordon, Harry","","","","rivermotorboatbostl00gord","Boats and boating,Saint Lawrence River -- Juvenile fiction","The river motor boat boys on the St. Lawrence, or, The lost channel"
"169349","Baum, L. Frank (Lyman Frank), 1856-1919,Neill, John R. (John Rea), ill","","","","roadtoozinwhichi00baum","Fairy tales","The road to Oz; in which is related how Dorothy Gale of Kansas, the Shaggy Man, Button Bright, and Polychrome the Rainbow's daughter met on an enchanted road and followed it all the way to the marvelous land of Oz"
"","Peter Newell","","","","newrock","","The Rocket Book"
"","Castlemon, Harry, 1842-1915","","","","rodgunclub00cast","","The rod and gun club"
"srlf_ucla:LAGE-465905","Abbott, Jacob, 1803-1879","","Quarter red sheep and nonpareil marbled paper over boards; spine stamped in gold; sprinkled edges","","rollophilosophy00abboiala","Water,Science","The Rollo philosophy"
"srlf_ucla:LAGE-2063456","Lee, Agnes, 1868-1939","1898-00-00T00:00:00Z","","","roundrabbit00leeaiala","Children's poetry","The round rabbit"
"","Ellis, Edward Sylvester, 1840-1916","","","","rounduporgeronim00elli","Geronimo, 1829-1909,Apache Indians -- Wars, 1883-1886","The round-up; or Geronimo's last raid"
"srlf_ucla:LAGE-2990221","","1808-00-00T00:00:00Z","Publisher's printed tan-grey wrappers; publisher's booklist on upper wrapper, continued on lower wrapper","","royalalphabet00londiala","Illustrated children's books","The royal alphabet"
"srlf_ucla:LAGE-2990466","","1808-00-00T00:00:00Z","Half tan calf and brown paper over boards, tooled in gold; sprinkled edges; spine partly wanting","","royallegendtale00londiala","Henry V, King of England, 1387-1422,Gothic revival (Literature)","The royal legend : a tale"
"srlf_ucla:LAGE-2066871","Leighton, John, 1822-1912","","Gumuchian","","royalpicturealph00leigiala","Alphabets,English wit and humor, Pictorial,Wit and humor, Juvenile","The royal picture alphabet"
"srlf_ucla:LAGE-2990527","","","Imperfect copy: p. 25-72 wanting","","royalprimeroreas00londiala","Readers (Primary)","The Royal primer; or, An easy and pleasant guide to the art of reading. Authoriz'd by His Majesty King George II. To be used throughout His Majesty's dominions. Adorn'd with cuts"
"672315","Poulsson, Emilie, 1853-1939","","NY3","","runawaydonkeyoth00poul","","The runaway donkey, and other rhymes for children"
"","","","","","UF00001950","Child labor,Runaway children,Juvenile literature,Redemption,Christianity,Embossed cloth bindings (Binding)","The runaway, or, The adventures of Rodney Roverton."
"","","","","","UF00001960","Child labor,Runaway children,Juvenile literature,Redemption,Christianity,Embossed cloth bindings (Binding)","The runaway, or, The adventures of Rodney Roverton."
"srlf_ucla:LAGE-3002584","American Sunday-School Union. Committee of Publication","","","","sailorsson00ameriala","Conduct of life,Christian life","The sailor's son"
"srlf_ucla:LAGE-3003031","","1847-00-00T00:00:00Z","Faded purple cloth over boards blocked in gold and blind; gilt edges","","saintnicholasgif00bostiala","Children's stories","The Saint Nicholas gift for little boys and girls"
"srlf_ucla:lage-502983","Andersen, H. C. (Hans Christian), 1805-1875,Bushby, Mrs. (Anna S.)","1860-00-00T00:00:00Z","Purple morocco-grain cloth over boards, blocked in gold and blind","","sandhillsofjutla00andeiala","Children's stories, Danish","The sand-hills of Jutland"
"","Dodge, Louis, 1870-","1920-00-00T00:00:00Z","","","sandmansmountain00dodg","","The sandman's mountain; a story for large persons to read to small persons"
"srlf_ucla:LAGE-3028640","American Sunday-School Union","1847-00-00T00:00:00Z","Dark blue cloth over boards, blocked in gold and blind. Inscribed to: Miss Mary E. Norman, April 1848. Gift of UC Santa Cruz","","schooldameothers00ameriala","Children -- Conduct of life","The School dame and other stories for girls"
"srlf_ucla:LAGE-2002060","[Kendall, A.]","1802-00-00T00:00:00Z","The school for parents -- Pity recommended to youth -- The faithless guardian","","schoolforparents00kendiala","Conduct of life","The school for parents"
"","","","","","UF00001994","Christian education of children,Juvenile literature,Poverty","The school in the woods"
"srlf_ucla:LAGE-3011287","Sandham, Elizabeth","1822-00-00T00:00:00Z","Quarter black roan and marbled paper over boards","","schoolfellowsmor00sandiala","Charlotte Augusta, Princess of Great Britain, 1796-1817,School children,Girls","The school-fellows : a moral tale, for young ladies."
"srlf_ucla:LAGE-3028780","","1824-00-00T00:00:00Z","Original roan. In case","","schoolmistressor00dubliala","Schools,School children -- Conduct of life,Moral education","The Schoolmistress, or, Instructive and entertaining conversations between a teacher and her scholars"
"169371","Baum, L. Frank (Lyman Frank), 1856-1919,Neill, John R. (John Rea), ill","","","","seafairies00baum","","The sea fairies"
"145200","Arnold, Augusta Foote, 1844-1903","1901-00-00T00:00:00Z","","","seabeachatebbtid00arno2","Marine animals,Marine plants,Seashore animals","The sea-beach at ebb-tide : a guide to the study of the seaweeds and the lower animal life found between tidemarks"
"","Kay, Ross","","","","searchforspyadve00kayr","","The search for the spy; the adventures of an American boy at the outbreak of the war"
"768342","Smith, E. Boyd (Elmer Boyd), 1860-1943","","Betty and Bob learn about life and work at the seashore during a summer vacation with their sea captain friend","","seashorebookbobb00smit","Sailing,Seashore","The seashore book : Bob and Betty's summer with Captain Hawes"
"srlf_ucla:LAGE-3037614","","1846-00-00T00:00:00Z","Publisher's printed blue wrappers; vignettes on upper and lower wrapper","","seasonsp00greeiala","Seasons","The seasons"
"srlf_ucla:LAGE-3037613","","1848-00-00T00:00:00Z","Publisher's printed cream wrappers, printed in blue; vignettes on upper and lower wrapper","","seasonsphelps00greeiala","Seasons","The seasons"
"","Burnett, Frances Hodgson, 1849-1924","","A ten-year-old orphan comes to live in a lonely house on the Yorkshire moors and discovers an invalid cousin and the mysteries of a locked garden. <br /><br /><br /><table><tr><td><img src=""http://www.archive.org/images/icdllogo.jpg"" alt=""icdllogo.jpg"" /></td> <td>You can also <a href=""http://www.icdlbooks.org:8080/servlet/BookPreview?bookid=bursecr_00150051&summary=true&route=text"" rel=""nofollow"">read a copy of 'The Secret Garden'</a> by going to the <a href=""http://www.icdlbooks.org"" rel=""nofollow"">International Children's Digital Library</a>, a joint project of the Internet Archive and University Of Maryland.</td> </tr></table>","","bursecr","","The secret garden"
"","S K Chan","1992-00-00T00:00:00Z","The residents of Selfish Village were very selfish. They chopped down the trees in the forest to make furniture for money. They poured sewage and dumped trash into the river for convenience. One day, there were heavy rains and the river was full of rubbish. The water level of the river was rising rapidly and soon flooded the village. Could residents of the Selfish Village survive after this tragedy? <br /><br /><br /><table><tr><td><img src=""http://www.archive.org/images/icdllogo.jpg"" alt=""icdllogo.jpg"" /></td> <td>You can also <a href=""http://www.icdlbooks.org:8080/servlet/BookPreview?bookid=chnself_00120004&summary=true&route=text"" rel=""nofollow"">read a copy of 'The Selfish Village'</a> by going to the <a href=""http://www.icdlbooks.org"" rel=""nofollow"">International Children's Digital Library</a>, a joint project of the Internet Archive and University Of Maryland.</td> </tr></table>","","chnself","","The Selfish Village"
"srlf_ucla:LAGE-3046289","Chamberlain, Basil Hall, 1850-1935","","No. 9 in a collection of sixteen, in two slipcases. [Japanese fairy tale collection]","","serpentwitheight00chamiala","Deception,Serpents,Folklore -- Japan","The serpent with eight heads"
"571289","Matthews, Agnes (Rounds), Mrs., 1860-","","NY3","","sevenchampionsof00matt","","The seven champions of Christendom; a legendary romance of chivalry"
"srlf_ucla:LAGE-3055927","","","Printed purple wrappers","","shepherdboy00portiala","Miniature books,Children's poetry","The shepherd boy"
"srlf_ucla:LAGE-3058981","","","Publisher's printed yellow coated wrappers; publisher's advertisement on lower wrapper includes list of titles in First series and first 6 titles in the Second series","","shipisland00londiala","Bounty Mutiny, 1789,Pitcairn Island -- Juvenile literature","The ship and the island"
"345205","Fillmore, Parker Hoysted, 1878-","1920-00-00T00:00:00Z","","","shoemakersaprons00fill","Fairy tales","The shoemaker's apron; a second book of Czechoslovak fairy tales and folk tales"
"srlf_ucla:LAGE-3061002","American Sunday-School Union","","Beige printed self-wrappers","","showofanimals00ameriala","Animals,Christian life,Children -- Religious life","The show of animals"
"","","","","","showerofpearlsco00bost","Vocal duets with piano,Operas","The Shower of pearls; a collection of the most beautiful duets"
"srlf_ucla:LAGE-3065067","Chamberlain, Basil Hall, 1850-1935","","A fable explaining why jellyfish have no bones","","sillyjellyfish00chamiala","Deception,Jellyfishes,Monkeys,Dragons,Folklore -- Japan","The silly jelly-fish"
"srlf_ucla:LAGE-3065068","Chamberlain, Basil Hall, 1850-1935","","Ex libris Olive Percival","","sillyjellyfishto00chamiala","Folklore -- Japan","The Silly jelly-fish / told in English by B. H. Chamberlain"
"","Gordon, Harry","","","","sixrivermotorboy00gord","","The six river motor boys on the Columbia, or, The confession of a photograph"
"srlf_ucla:LAGE-3071719","","","A collection of children's stories","","skatingpartyothe00newyiala","Children's stories, American","The Skating party and other stories"
"","Peter Newell","1910-00-00T00:00:00Z","This picture book filled with rhyming poetry tells a story of all the mishaps that can occur when things are on a slant. <br /><br /><br /><table><tr><td><img src=""http://www.archive.org/images/icdllogo.jpg"" alt=""icdllogo.jpg"" /></td> <td>You can also <a href=""http://www.icdlbooks.org:8080/servlet/BookPreview?bookid=newslan_00150052&summary=true&route=text"" rel=""nofollow"">read a copy of 'The Slant Book'</a> by going to the <a href=""http://www.icdlbooks.org"" rel=""nofollow"">International Children's Digital Library</a>, a joint project of the Internet Archive and University Of Maryland.</td> </tr></table>","","newslan","","The Slant Book"
"681911","Quiller-Couch, Arthur Thomas, Sir, 1863-1944,Dulac, Edmund, 1882-1953, ill,Perrault, Charles, 1628-1703,D. V., Madame","","The sleeping beauty.--Blue Beard.--Cinderella.--Beauty and the beast","","sleepingbeautyot00quil","Fairy tales","The sleeping beauty and other fairy tales from the old French"
"srlf_ucla:LAGE-2739354","Perrault, Charles, 1628-1703","","Blue wrappers","","sleepingbeautyof00perriala","","The sleeping beauty of the wood : an entertaining tale : to which is added Paddy and the bear, a true story"
"","Mower, Sarah S.","1851-00-00T00:00:00Z","","","UF00001888","Pictorial cloth bindings (Binding)","The snow drop"
"","Duncan, W. B,D., A. B","1865-00-00T00:00:00Z","","","snowdropbirthday00dunc","Children's stories, American","The snow-drop : a birthday story for Jessie Percy Butler Duncan, February 9th, 1865"
